RealTimestamp,WGM701_Voltage (V),CVM211_Voltage (V),Baratron626D_1KT_Voltage (V),Baratron626D_1T_Voltage (V)
2025-10-07 05:46:36.694,3.1533517815059895,1.00423388598756,0.041541527689332725,0.2502696575484151
2025-10-07 05:46:37.206,3.1535887033332983,1.0038390162753785,0.04011999672547972,0.24971683995136118
2025-10-07 05:46:37.717,3.1533517815059895,1.003996964160251,0.0409097361498425,0.24813736110263562
2025-10-07 05:46:38.229,3.1539835730454797,1.0035231205056334,0.041857423459077836,0.2500327357211063
2025-10-07 05:46:38.740,3.1533517815059895,1.0044708078148687,0.04319998048049456,0.2482163350450719
2025-10-07 05:46:39.252,3.153193833621117,1.0051815732967952,0.041857423459077836,0.2489271005269984
2025-10-07 05:46:39.764,3.1533517815059895,1.0041549120451236,0.040751788264969946,0.24829530898750818
2025-10-07 05:46:40.275,3.1542204948727885,1.004549781757305,0.04098871009227878,0.24908504841187096
2025-10-07 05:46:40.787,3.153746651218171,1.0043918338724325,0.04248921499856806,0.24979581389379746
2025-10-07 05:46:41.298,3.1536676772757346,1.003681068390506,0.04011999672547972,0.24805838716019935
2025-10-07 05:46:41.809,3.153272807563553,1.0047867035846139,0.04209434528638667,0.25019068360597885
2025-10-07 05:46:42.321,3.1533517815059895,1.0047077296421776,0.041146657977151335,0.24869017869968957
2025-10-07 05:46:42.833,3.153193833621117,1.0047077296421776,0.040751788264969946,0.24979581389379746
2025-10-07 05:46:43.344,3.1550102342971513,1.0034441465631971,0.04059384038009739,0.2486112047572533
2025-10-07 05:46:43.856,3.1533517815059895,1.0039179902178148,0.04130460586202389,0.24805838716019935
2025-10-07 05:46:44.369,3.1533517815059895,1.0047867035846139,0.04146255374689645,0.24971683995136118
2025-10-07 05:46:44.883,3.153509729390862,1.0044708078148687,0.040751788264969946,0.24805838716019935
2025-10-07 05:46:45.394,3.154062546987916,1.0039179902178148,0.04217331922882295,0.2489271005269984
2025-10-07 05:46:45.906,3.1533517815059895,1.0037600423329422,0.04122563191958761,0.24916402235430724
2025-10-07 05:46:46.419,3.1539045991030434,1.0039179902178148,0.04098871009227878,0.2489271005269984
2025-10-07 05:46:46.931,3.153272807563553,1.0041549120451236,0.042252293171259225,0.24987478783623374
2025-10-07 05:46:47.442,3.153509729390862,1.0035231205056334,0.04169947557420528,0.24837428292994446
2025-10-07 05:46:47.954,3.1533517815059895,1.0048656775270501,0.041146657977151335,0.2506645272605965
2025-10-07 05:46:48.465,3.153509729390862,1.0040759381026874,0.04011999672547972,0.24813736110263562
2025-10-07 05:46:48.975,3.153193833621117,1.0050236254119227,0.04130460586202389,0.24876915264212585
2025-10-07 05:46:49.487,3.1539045991030434,1.0041549120451236,0.04122563191958761,0.25129631880008674
2025-10-07 05:46:49.998,3.1530358857362444,1.0033651726207609,0.040198970667916,0.24837428292994446
2025-10-07 05:46:50.509,3.1533517815059895,1.0049446514694864,0.04122563191958761,0.25058555331816024
2025-10-07 05:46:51.020,3.1545363906425337,1.0034441465631971,0.04106768403471506,0.2486112047572533
2025-10-07 05:46:51.531,3.1531148596786807,1.0041549120451236,0.04169947557420528,0.2511383709152142
2025-10-07 05:46:52.041,3.153509729390862,1.0037600423329422,0.04130460586202389,0.24916402235430724
2025-10-07 05:46:52.551,3.153272807563553,1.0032861986783246,0.04217331922882295,0.24987478783623374
2025-10-07 05:46:53.061,3.1542204948727885,1.0037600423329422,0.04027794461035228,0.2492429962967435
2025-10-07 05:46:53.571,3.1535887033332983,1.00423388598756,0.04146255374689645,0.2492429962967435
2025-10-07 05:46:54.081,3.1534307554484258,1.003996964160251,0.04035691855278856,0.24876915264212585
2025-10-07 05:46:54.591,3.1533517815059895,1.0033651726207609,0.04177844951664156,0.24971683995136118
2025-10-07 05:46:55.101,3.1534307554484258,1.0043128599299962,0.040830762207406224,0.24947991812405235
2025-10-07 05:46:55.611,3.1541415209303523,1.0043918338724325,0.0409097361498425,0.24940094418161607
2025-10-07 05:46:56.120,3.1544574167000974,1.0043918338724325,0.04241024105613178,0.24947991812405235
2025-10-07 05:46:56.630,3.153509729390862,1.0032072247358883,0.04256818894100434,0.25011170966354257
2025-10-07 05:46:57.141,3.1536676772757346,1.0035231205056334,0.043042032595622004,0.24876915264212585
2025-10-07 05:46:57.651,3.153746651218171,1.0041549120451236,0.04177844951664156,0.25161221456983185
2025-10-07 05:46:58.160,3.153193833621117,1.0044708078148687,0.041146657977151335,0.24845325687238073
2025-10-07 05:46:58.673,3.154062546987916,1.003996964160251,0.041620501631769,0.24908504841187096
2025-10-07 05:46:59.185,3.153272807563553,1.0038390162753785,0.0423312671136955,0.2493219702391798
2025-10-07 05:46:59.695,3.1533517815059895,1.0039179902178148,0.0409097361498425,0.248532230814817
2025-10-07 05:47:00.208,3.1533517815059895,1.0035231205056334,0.04138357980446017,0.2506645272605965
2025-10-07 05:47:00.721,3.1533517815059895,1.0043918338724325,0.04067281432253367,0.24876915264212585
2025-10-07 05:47:01.232,3.153272807563553,1.0047867035846139,0.0409097361498425,0.2492429962967435
2025-10-07 05:47:01.741,3.153272807563553,1.0047077296421776,0.04122563191958761,0.2493219702391798
2025-10-07 05:47:02.251,3.1533517815059895,1.0040759381026874,0.04146255374689645,0.2500327357211063
2025-10-07 05:47:02.760,3.152956911793808,1.0032861986783246,0.040830762207406224,0.2486112047572533
2025-10-07 05:47:03.270,3.152877937851372,1.003681068390506,0.04327895442293084,0.24995376177867001
2025-10-07 05:47:03.780,3.154299468815225,1.0033651726207609,0.04051486643766111,0.24829530898750818
2025-10-07 05:47:04.290,3.1539835730454797,1.0044708078148687,0.04169947557420528,0.25019068360597885
2025-10-07 05:47:04.800,3.153193833621117,1.0049446514694864,0.040751788264969946,0.2486112047572533
2025-10-07 05:47:05.311,3.154062546987916,1.0039179902178148,0.041857423459077836,0.24908504841187096
2025-10-07 05:47:05.827,3.1536676772757346,1.0048656775270501,0.04051486643766111,0.2500327357211063
2025-10-07 05:47:06.340,3.153272807563553,1.0044708078148687,0.04138357980446017,0.24829530898750818
