RealTimestamp,WGM701_Voltage (V),CVM211_Voltage (V),Baratron626D_1KT_Voltage (V),Baratron626D_1T_Voltage (V)
2025-10-06 13:10:27.044,5.523201846133816,7.9818975960024545,3.6538886286671186,6.174815845175544
2025-10-06 13:10:27.555,5.523359794018688,7.981107856578092,3.6564157948250795,6.1751317409452895
2025-10-06 13:10:28.067,5.523833637673306,7.981818622060018,3.6542045244368637,6.175289688830162
2025-10-06 13:10:28.580,5.523833637673306,7.981976569944891,3.655468107515844,6.175842506427216
2025-10-06 13:10:29.093,5.5239915855581785,7.981739648117582,3.656020925112898,6.1760004543120886
2025-10-06 13:10:29.605,5.523043898248943,7.9810288826356555,3.6544414462641726,6.176711219794015
2025-10-06 13:10:30.141,5.524070559500615,7.982055543887327,3.654046576551991,6.177343011333505
2025-10-06 13:10:30.655,5.523359794018688,7.982134517829763,3.6552311856885353,6.177816854988123
2025-10-06 13:10:31.165,5.523912611615742,7.981344778405401,3.6544414462641726,6.1788435162397946
2025-10-06 13:10:31.677,5.524149533443051,7.981502726290273,3.654046576551991,6.178685568354922
2025-10-06 13:10:32.188,5.524070559500615,7.9810288826356555,3.654520420206609,6.17915941200954
2025-10-06 13:10:32.699,5.524228507385487,7.981502726290273,3.653730680782246,6.179712229606594
2025-10-06 13:10:33.212,5.524781324982541,7.982608361484381,3.6538886286671186,6.180738890858265
2025-10-06 13:10:33.723,5.524307481327924,7.981818622060018,3.6544414462641726,6.180344021146084
2025-10-06 13:10:34.235,5.523912611615742,7.982134517829763,3.654046576551991,6.180501969030956
2025-10-06 13:10:34.796,5.5239915855581785,7.9810288826356555,3.656020925112898,6.180186073261211
2025-10-06 13:10:35.307,5.524070559500615,7.981739648117582,3.6542045244368637,6.181212734512883
2025-10-06 13:10:35.818,5.524702351040105,7.982292465714636,3.6542045244368637,6.181607604225064
2025-10-06 13:10:36.330,5.524465429212796,7.980634012923474,3.654599394149045,6.181923499994809
2025-10-06 13:10:36.842,5.523596715845997,7.98071298686591,3.6542045244368637,6.1822393957645545
2025-10-06 13:10:37.353,5.5239915855581785,7.982292465714636,3.654046576551991,6.184055796440589
2025-10-06 13:10:37.865,5.524070559500615,7.9822134917722,3.6538886286671186,6.183029135188917
2025-10-06 13:10:38.376,5.523833637673306,7.981581700232709,3.6563368208826432,6.18381887461328
2025-10-06 13:10:38.889,5.523833637673306,7.981818622060018,3.654520420206609,6.183976822498153
2025-10-06 13:10:39.401,5.524149533443051,7.981186830520528,3.6538096547246823,6.1842137443254614
2025-10-06 13:10:39.913,5.52375466373087,7.982055543887327,3.6544414462641726,6.184766561922515
2025-10-06 13:10:40.427,5.524544403155232,7.981186830520528,3.6541255504944274,6.185319379519569
2025-10-06 13:10:40.940,5.52438645527036,7.981423752347837,3.6543624723217363,6.186030145001496
2025-10-06 13:10:41.453,5.524465429212796,7.982292465714636,3.6538096547246823,6.186109118943932
2025-10-06 13:10:41.966,5.524544403155232,7.981739648117582,3.6547573420339177,6.186661936540986
2025-10-06 13:10:42.479,5.524939272867414,7.981818622060018,3.6542045244368637,6.186977832310731
2025-10-06 13:10:42.992,5.523912611615742,7.982055543887327,3.654046576551991,6.187372702022913
2025-10-06 13:10:43.503,5.524228507385487,7.981976569944891,3.6541255504944274,6.187372702022913
2025-10-06 13:10:44.014,5.524781324982541,7.982766309369254,3.653967602609555,6.189820894238437
2025-10-06 13:10:44.526,5.5239915855581785,7.981423752347837,3.654046576551991,6.188399363274584
2025-10-06 13:10:45.040,5.524465429212796,7.981265804462964,3.654046576551991,6.188636285101893
2025-10-06 13:10:45.551,5.524465429212796,7.982134517829763,3.653967602609555,6.189583972411128
2025-10-06 13:10:46.066,5.52438645527036,7.981739648117582,3.6558629772280256,6.190373711835491
2025-10-06 13:10:46.577,5.523912611615742,7.9810288826356555,3.6542834983793,6.190136790008182
2025-10-06 13:10:47.089,5.52438645527036,7.981818622060018,3.653730680782246,6.190452685777927
2025-10-06 13:10:47.601,5.523596715845997,7.981502726290273,3.6558629772280256,6.190531659720364
2025-10-06 13:10:48.112,5.5239915855581785,7.981265804462964,3.654599394149045,6.191558320972035
2025-10-06 13:10:48.623,5.5234387679611245,7.981581700232709,3.6536517068398098,6.191558320972035
2025-10-06 13:10:49.135,5.52438645527036,7.981265804462964,3.654520420206609,6.192427034338834
2025-10-06 13:10:49.648,5.52438645527036,7.9810288826356555,3.6542834983793,6.192269086453962
2025-10-06 13:10:50.159,5.524544403155232,7.982292465714636,3.6541255504944274,6.192506008281271
2025-10-06 13:10:50.672,5.524544403155232,7.981976569944891,3.654520420206609,6.193769591360251
2025-10-06 13:10:51.200,5.525255168637159,7.981976569944891,3.653967602609555,6.19337472164807
2025-10-06 13:10:51.714,5.52438645527036,7.981502726290273,3.6542045244368637,6.19400651318756
2025-10-06 13:10:52.226,5.523833637673306,7.981739648117582,3.6543624723217363,6.194875226554359
2025-10-06 13:10:52.739,5.524702351040105,7.981739648117582,3.6542045244368637,6.195191122324104
